Product ID,Product Name Cleaned,Product Description,Category,Sub-Category,price,rate,Yahoo Image URL
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","The Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Storage,2.78,3,https://i.postimg.cc/h4mFTW0r/Gould-Plastics-9-Pocket-Panel-Bin-18-3-8w-x-5-1-4d-x-20-1-2h-Black-23.jpg
TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,"The Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Technology,Accessories,8.62,2,https://i.postimg.cc/0QJ4YD7Q/Imation-8gb-Micro-Traveldrive-Usb-2-0-Flash-Drive-24.jpg
OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","The C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,35.686,5,https://i.postimg.cc/HLWH9ZLL/C-Line-Peel-Stick-Add-On-Filing-Pockets-8-3-4-x-5-1-8-10-Pack-25.jpg
OFF-FA-10000304,Advantus Push Pins,"The Advantus Push Pins is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Fasteners,348.21,1,https://i.postimg.cc/NF3PCM74/Advantus-Push-Pins-26.jpg
OFF-ST-10000604,Home/Office Personal File Carts,"The Home/Office Personal File Carts is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Storage,5.824,2,https://i.postimg.cc/Pq7cv2p9/Home-Office-Personal-File-Carts-27.jpg
TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","The Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Technology,Accessories,30.19,1,https://i.postimg.cc/QCmJ1dYC/Verbatim-25-GB-6x-Blu-ray-Single-Layer-Recordable-Disc-3-Pack-28.jpg
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray","The Global Value Mid-Back Manager's Chair, Gray is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Chairs,440.49,4,https://i.postimg.cc/pTgg4qPz/Global-Value-Mid-Back-Manager-s-Chair-Gray-29.jpg
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","The Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Art,4.809,1,https://i.postimg.cc/bwz47GfC/Hunt-BOSTON-Model-1606-High-Volume-Electric-Pencil-Sharpener-Beige-30.jpg
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","The Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Paper,41.4,5,https://i.postimg.cc/SNmZsw1j/Snap-A-Way-Black-Print-Carbonless-Ruled-Speed-Letter-31.jpg
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,"The Avery Binding System Hidden Tab Executive Style Index Sets is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,1.632,1,https://i.postimg.cc/8zKXxtHc/no-caption-32.jpg
FUR-CH-10000513,High-Back Leather Manager's Chair,"The High-Back Leather Manager's Chair is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Chairs,14.384,2,https://i.postimg.cc/X7KT1fmB/High-Back-Leather-Manager-s-Chair-33.jpg
OFF-BI-10004182,Economy Binders,"The Economy Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,1.143,1,https://i.postimg.cc/Fsj455dR/Economy-Binders-34.jpg
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","The 1.7 Cubic Foot Compact ""Cube"" Office Refrigerators is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Appliances,7.88,3,https://i.postimg.cc/V6HhM4J2/Anker-36-W-4-Port-USB-Wall-Charger-Travel-Power-Adapter-for-i-Phone-5s-5c-5-59.jpg
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","The Premium Writing Pencils, Soft, #2 by Central Association for the Blind is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Art,9.824,2,https://i.postimg.cc/ZnSw6gT7/Premium-Writing-Pencils-Soft-2-by-Central-Association-for-the-Blind-36.jpg
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,"The Jet-Pak Recycled Peel 'N' Seal Padded Mailers is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Envelopes,156.792,5,https://i.postimg.cc/rsXPQs99/Jet-Pak-Recycled-Peel-N-Seal-Padded-Mailers-37.jpg
OFF-ST-10003656,Safco Industrial Wire Shelving,"The Safco Industrial Wire Shelving is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Storage,38.184,4,https://i.postimg.cc/pVfGP2Zg/Safco-Industrial-Wire-Shelving-38.jpg
TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,"The Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Storage,177.4664,2,https://i.postimg.cc/NM5cWKmq/Eldon-Portable-Mobile-Manager-39.jpg
OFF-ST-10003442,Eldon Portable Mobile Manager,"The Eldon Portable Mobile Manager is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Art,70.686,1,https://i.postimg.cc/RZFX1wBB/Turquoise-Lead-Holder-with-Pocket-Clip-40.jpg
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,"The Turquoise Lead Holder with Pocket Clip is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Paper,92.792,4,https://i.postimg.cc/tRN5LBRb/Xerox-1999-41.jpg
OFF-PA-10003177,Xerox 1999,"The Xerox 1999 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,36.792,2,https://i.postimg.cc/Mp5JH7YJ/Flexible-Leather-Look-Classic-Collection-Ring-Binder-42.jpg
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,"The Flexible Leather- Look Classic Collection Ring Binder is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Furnishings,38.94,3,https://i.postimg.cc/qR7YzWv8/9-3-4-Diameter-Round-Wall-Clock-43.jpg
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,"The 9-3/4 Diameter Round Wall Clock is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,47.808,5,https://i.postimg.cc/nL92gZrS/Trimflex-Flexible-Post-Binders-44.jpg
OFF-BI-10001721,Trimflex Flexible Post Binders,"The Trimflex Flexible Post Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Appliances,22.99,5,https://i.postimg.cc/ryRTjtq5/Fellowes-Basic-Home-Office-Series-Surge-Protectors-45.jpg
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,"The Fellowes Basic Home/Office Series Surge Protectors is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Paper,8.73,5,https://i.postimg.cc/RVfMSJ8v/Avery-Personal-Creations-Heavyweight-Cards-46.jpg
OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,"The Avery Personal Creations Heavyweight Cards is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Paper,52.99,5,https://i.postimg.cc/4dCPTMhf/Universal-Premium-White-Copier-Laser-Paper-20-Lb-and-87-Bright-47.jpg
OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),"The Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright) is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Technology,Accessories,15,4,https://i.postimg.cc/TYxsby1d/Logitech-K350-2-4-Ghz-Wireless-Keyboard-48.jpg
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,"The Logitech K350 2.4Ghz Wireless Keyboard is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Technology,Accessories,10.9,4,https://i.postimg.cc/66nSTV9b/Memorex-Mini-Travel-Drive-8-GB-USB-2-0-Flash-Drive-49.jpg
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"The Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Furnishings,12.53,5,https://i.postimg.cc/5yBkGJ7W/Magnifier-Swing-Arm-Lamp-50.jpg
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,"The Logitech Gaming G510s - Keyboard is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Art,3.08,1,https://i.postimg.cc/fbypb6LY/Hunt-Power-House-Electric-Pencil-Sharpener-Blue-51.jpg
FUR-FU-10001934,Magnifier Swing Arm Lamp,"The Magnifier Swing Arm Lamp is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Fasteners,89.99,1,https://i.postimg.cc/B6DhLsGP/OIC-Colored-Binder-Clips-Assorted-Sizes-52.jpg
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue","The Hunt PowerHouse Electric Pencil Sharpener, Blue is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Tables,2.18,2,https://i.postimg.cc/vHwJvqqd/Hon-Racetrack-Conference-Tables-53.jpg
OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes","The OIC Colored Binder Clips, Assorted Sizes is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,205.99,3,https://i.postimg.cc/2yhPDh5J/GBC-Docu-Bind-300-Electric-Binding-Machine-54.jpg
FUR-TA-10001768,Hon Racetrack Conference Tables,"The Hon Racetrack Conference Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Furnishings,34.76,4,https://i.postimg.cc/jqBxY4M8/Artistic-Insta-Plaque-55.jpg
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,"The GBC DocuBind 300 Electric Binding Machine is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Chairs,6.48,5,https://i.postimg.cc/zffZgydb/Global-Deluxe-High-Back-Manager-s-Chair-56.jpg
FUR-FU-10002157,Artistic Insta-Plaque,"The Artistic Insta-Plaque is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Furniture,Tables,63.882,3,https://i.postimg.cc/x13nHDn7/Bevis-44-x-96-Conference-Tables-57.jpg
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,"The Global Deluxe High-Back Manager's Chair is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Office Supplies,Binders,7.28,2,https://i.postimg.cc/C5BQ4DD5/Avery-Durable-Slant-Ring-Binders-No-Labels-58.jpg
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,"The Bevis 44 x 96 Conference Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",Technology,Phones,15,1,https://i.postimg.cc/V6HhM4J2/Anker-36-W-4-Port-USB-Wall-Charger-Travel-Power-Adapter-for-i-Phone-5s-5c-5-59.jpg
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels","The Avery Durable Slant Ring Binders, No Labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,5,https://i.postimg.cc/7620B0WV/OIP-djs-STw-Tvr-YFKq-M2-PPHi-MJAHa-Ha-w-168-h-180-c-7-r-0-o-5-dpr-1-6-pid-1.jpg
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"The Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,4,https://i.postimg.cc/3Njph770/OIP-d1-Ibh-Tr-BYqe-RWvqta-HCMp-AAAAA-w-178-h-180-c-7-r-0-o-5-dpr-1-6-pid-1.jpg
OFF-PA-10001804,Xerox 195,"The Xerox 195 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,3,https://i.postimg.cc/8kLLMdWk/OIP.jpg
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","The Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,5,https://i.postimg.cc/0yySTL4r/76963dac58671fda015c08f0136b2f2b.jpg
OFF-AR-10000940,Newell 343,"The Newell 343 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,2,https://i.postimg.cc/Nfp9kd0t/636a98d3bb9e45435c55dbb7-30000mah-power-bank-65w-fast-charging.jpg
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"The Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,2,https://i.postimg.cc/CLQMKX1R/31-Nm-Tvj-C5-XL-SY300-QL70.jpg
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock","The Seth Thomas 14"" Putty-Colored Wall Clock is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,3,https://i.postimg.cc/4dWkSHHY/s-l300.jpg
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,"The Plantronics Cordless Phone Headset with In-line Volume - M214C is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,1,https://i.postimg.cc/4dLq5Cjt/OIP.jpg
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,"The Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,4,https://i.postimg.cc/GmwNzxgM/Belkin-7-Outlet-Surge-Master-Surge-Protector-7-x-AC-Power-1875-VA-2320-J-125-V-AC-Input-125-V-AC-Outp.jpg
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,"The Southworth 25% Cotton Antique Laid Paper & Envelopes is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",,,,1,https://i.postimg.cc/fRsskssT/southworth-business-antique-laid-25-cotton-ivory-24-lb-paper-500.jpg
